hashtag,video_url,username,caption,views,likes,shares
ghanauknurses,https://www.tiktok.com/@nursestunnar/video/7092772277682441477,nursestunnar,HOW TO PASS YOUR IELTS EXAM ONCE. TIPS AND BITS. Subscribe to Watch Full Video on YouTube- Nursing with Stunnar #fypシ #fyp #nursing #uknurses🇬🇧 #ghananurse #ielts,17500,547,34
ghanauknurses,https://www.tiktok.com/@agyeiwaa031/video/7456028546624949509,agyeiwaa031,Nurses in Ghana and their uniform,560400,8370,208
ghanauknurses,https://www.tiktok.com/@rosie_konadu/video/7338917585985064224,rosie_konadu,"Replying to @Brain I have lits of questions about rising in bands and moving into specialties. This is going to be a series. Kinkdy follow ,like and share . ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ #nurses#uknurses🇬🇧#viral❤️#ghananursesandmidwives🇬🇭#ghanatiktokers🇬🇭🇬🇭🇬🇭 #ghananursesintheuk🇬🇧",22100,396,29
ghanauknurses,https://www.tiktok.com/@abenamercedesuk/video/7100869457081306373,abenamercedesuk,How to migrate to the uk as a nurse #ghanatiktok🇬🇭 #abenamercedesuk #tiktokuk #africa #ghnurses #ghnurse #africannurses #skilledworkervisa #skilledworkers #fypage #fyp,7902,235,49
ghanauknurses,https://www.tiktok.com/@miss.dorismovic/video/7304890256908733702,miss.dorismovic,#missDorismovic #urfinenurse❤️❤️❤️ #proudnurse #fyp🇬🇭🇬🇭🇬🇭❤️❤️❤️❤️❤️,20200,521,10
ghanauknurses,https://www.tiktok.com/@c4news/video/7548907224442162454,c4news,"An 81-year-old British citizen has finally returned home to the UK, after being stranded in Ghana for four months because of a discrepency in her documentation. Channel 4 News first reported Hannah Dankwa's case two weeks ago, as her family pleaded with the Home Office to allow her to travel home for cancer treatment. Critics say Hannah's experience shows there are still lessons to be learned, seven years after the Windrush scandal came to light. #Channel4News #C4News #UK #Ghana #Windrush #UKPolitics",416600,31000,5728
ghanauknurses,https://www.tiktok.com/@princess.michy2/video/7544445268259867926,princess.michy2,,4371,175,10
ghanauknurses,https://www.tiktok.com/@de_compoundhouse/video/7464885697728498977,de_compoundhouse,#🇬🇭🇬🇧👌 #ifweallightupwecanscareawaythedark #teamwork #Graceandgratitude😇🙏🏽 @Aquasi_KK @akuaboatemaaaduboahen @Vee,1137,115,5
ghanauknurses,https://www.tiktok.com/@trouble_carlos6/video/7543359247199833366,trouble_carlos6,#troublecarlospagewewantitbackcooljay06 #ghanatiktokers🇬🇭🇬🇭🇬🇭 #ghanafuodotcom #Troublecarlos #promomakanliburan,327500,8729,727
ghanauknurses,https://www.tiktok.com/@rythmx_studio/video/7366673000034356485,rythmx_studio,Happy Nurses week #ghanatiktok🇬🇭 #uknurses🇬🇧 #ghananurses #nurselife #nurseweek,2705,96,0
ghanauknurses,https://www.tiktok.com/@maameserwaa_asare/video/7499566236930428182,maameserwaa_asare,#fyp#uklife🇬🇧 #africantiktok #ghanatiktok🇬🇭 #uktiktok,47000,3101,57
ghanauknurses,https://www.tiktok.com/@lyn.nyark/video/7438638999985458465,lyn.nyark,#LIVEhighlights #TikTokLIVE #LIVE #growmyaccount #nursing #uknurse #ghanatiktok🇬🇭 #fyp #uknurses🇬🇧,62500,1941,511
ghanauknurses,https://www.tiktok.com/@kingderek_official/video/7174022517785414918,kingderek_official,"Ghana to trade nurses for cash with UK, State to earn £1,000 per nurse. Full details 😱😱 #ghana #nurses #uk #ghanaiannurse",40100,1442,60
ghanauknurses,https://www.tiktok.com/@realtimzz_t96/video/7549857748519800086,realtimzz_t96,"Ghanaian uncle showed up dripped out in full St. George's Cross at today's London protest to ""unite the country""!👀 [cca: 🎥 london_open_tv] #centrallondon #london #unitedkingdom #MANLIKETIMZ #mltiktok",47200,749,230
ghanauknurses,https://www.tiktok.com/@thebigroom1/video/7440401182083796256,thebigroom1,Join our OSCE training #oscetraining #nurse #ghanatiktok🇬🇭 #gentlern #Registerednurse #uknurse #tik_tok #fyp #tips @KG🇬🇭 @Adepa Maame @Diana Dennis @3mr3pa b3ba(🇬🇧UK RN)👉🇺🇸,28500,616,80
ghanauknurses,https://www.tiktok.com/@paa_kwasi_jonathan_tv/video/7540574535578307870,paa_kwasi_jonathan_tv,#fyp #fypシ #trending #foryou #fypage #tiktok #viralvideo #foryoupage #viral,6247,108,6
ghanauknurses,https://www.tiktok.com/@friends.of.nanelle/video/7317911214598737184,friends.of.nanelle,#afuaasantewaa has gain massive attention among local and international media🫡🤛🏾💪🏾 #guinnessworldrecords #ghanasingers #ghana #singingmarathon #ghanatiktok🇬🇭 #ghanamedia #nanelle #nanellegriselda #nanelletiktok #nanelle2024 #uknurses🇬🇧 #ghanaiansintheuk,13400,249,2
ghanauknurses,https://www.tiktok.com/@face_to_fame_tv/video/7544000338735418646,face_to_fame_tv,#ghanatiktok🇬🇭 #uktiktok #aifilter #ghanatiktokers🇬🇭🇬🇭🇬🇭 #viralvideos I present to you Sarah Danquah the PRO for Nurses (Greator Accra Region) 😂😂😂😂,595300,16100,2855
ghanauknurses,https://www.tiktok.com/@face_to_fame_tv/video/7545430596324199682,face_to_fame_tv,Meet Mrs. Danquah Greater Accra Regional PRO for NURSES 😂😂😂😂 #ghanatiktok🇬🇭 #uktiktok #ghanatiktokers🇬🇭🇬🇭🇬🇭 #viralvideos #aifilter,389100,11000,1871
ghanauknurses,https://www.tiktok.com/@kanyeeti_/video/7529177885169487126,kanyeeti_,How’s your Sunday going ??#kanyiti_ #nurselife #nursestiktok #nhsnurse,42500,2687,37
ghanauknurses,https://www.tiktok.com/@bbyfrancy2/video/7234112714128297221,bbyfrancy2,#bbyfrancy2 #GNA#Ghana nurses association 🇬🇧💐,13500,391,3
ghanauknurses,https://www.tiktok.com/@24ghcomedy2/video/7547423980362255672,24ghcomedy2,Song titled: I miss you mama 🥹#tiktoknigerianigeria🇳🇬🇳🇬 #fypシ゚viral🖤 #crying #fypシ゚viral🖤tiktok☆♡🦋 #trendingghanatiktok🇬🇭🇬🇭 #ghanati🇳🇬🇳🇬🇳🇬_uk🇬🇧🇬🇧🇬🇧 #fypシ゚viral🖤tiktok☆♡🦋myvideo #crying #fypシ゚viral🖤tik #fypシ゚viral🖤tik #tiktokghana🇬🇭fyp💫❤️❤️🔥 #tiktokghana🇬🇭fyp💫❤️❤️🔥 #tiktoknigerianigeria🇳🇬🇳🇬 This video doesn’t support violence TikTok.,601100,33300,18400
ghanauknurses,https://www.tiktok.com/@lyn.nyark/video/7454929036083563809,lyn.nyark,#LIVEhighlights #TikTokLIVE #LIVE #uknurses🇬🇧 #ghanatiktok🇬🇭 #ghananurses #ghananursesandmidwives🇬🇭 ghananurse,19400,515,18
ghanauknurses,https://www.tiktok.com/@vitaments_and_more/video/7538867154104388894,vitaments_and_more,100 p grocery pack; shipping included. #afrakoma #tiktokghana🇬🇭 #ghanatiktok🇬🇭 #ghana #ukgroceries,564700,13500,8900
ghanauknurses,https://www.tiktok.com/@ghananursesabroad/video/7360291422400023814,ghananursesabroad,Ghana Nurses Organization is giving an opportunity to nurses in Ghana to apply fo jobs abroad from now to the end of May. Dont miss out on this opportunity.God bless all nurses#viralvideo #ghanatiktok🇬🇭 #ghnurses #ghnursesandmidwives #gh #viral #nurse,14600,184,51
